experiment,item,object,version,condition,setting,critical,central_word,distinguishing_word,notes,key inference,critical_masked,full_masked,bert_mask_all_mean,bert_mask_one_mean,bert_mask_all_sum,bert_mask_one_sum,roberta_mask_all_mean,roberta_mask_one_mean,roberta_mask_all_sum,roberta_mask_one_sum,bert_nsp,cd_cosine_bert_ln2,sc_cosine_bert_ln2
2,14,1,b,nonafforded,Karen had just finished being pampered at the salon.,She didn't want to cover up her beautifully polished toenails by slipping on her gloves.,-,toenails,,,She didn't want to cover up her beautifully polished [MASK] by slipping on her gloves.,Karen had just finished being pampered at the salon. She didn't want to cover up her beautifully polished [MASK] by slipping on her gloves.,11.514431068568005,5.470532443736073,34.543293205704025,21.96115890966248,16.72647319520817,7.320386303220825,50.17941958562452,21.96115890966248,0.9958494901657104,,0.338570773601532
2,14,2,a,afforded,Karen had just finished being pampered at the salon.,She didn't want to cover up her beautifully polished fingernails by slipping on her gloves. ,-,fingernails,,,She didn't want to cover up her beautifully polished [MASK] by slipping on her gloves. ,Karen had just finished being pampered at the salon. She didn't want to cover up her beautifully polished [MASK] by slipping on her gloves. ,5.492252383889975,5.492252383889975,5.492252383889975,36.02185604098366,19.958235173361352,12.007285346994552,59.87470552008405,36.02185604098366,0.9948700666427612,,0.33040034770965576
2,14,2,b,nonafforded,Karen had just finished being pampered at the salon.,She didn't want to cover up her beautifully polished fingernails by slipping on her socks and shoes.,-,fingernails,,,She didn't want to cover up her beautifully polished [MASK] by slipping on her socks and shoes.,Karen had just finished being pampered at the salon. She didn't want to cover up her beautifully polished [MASK] by slipping on her socks and shoes.,9.213606996031038,9.213606996031038,9.213606996031038,36.46481033041866,20.857569613659862,12.15493677680622,62.57270884097961,36.46481033041866,0.9954012632369996,,0.3349480628967285
2,15,1,a,afforded,Richard noticed his girlfriend was staring at him peculiarly.,She handed him a tissue to absorb his milk mustache.,-,a tissue,,,She handed him [MASK] to absorb his milk mustache.,Richard noticed his girlfriend was staring at him peculiarly. She handed him [MASK] to absorb his milk mustache.,7.920871932860278,4.360194523756398,15.841743865720556,29.01444816593657,15.937851567659385,14.507224082968285,31.87570313531877,29.01444816593657,0.989391565322876,,0.34363144636154175
2,15,1,b,nonafforded,Richard noticed his girlfriend was staring at him peculiarly.,She handed him a tissue to trim his milk mustache.,-,a tissue,,,She handed him [MASK] to trim his milk mustache.,Richard noticed his girlfriend was staring at him peculiarly. She handed him [MASK] to trim his milk mustache.,4.810789800455291,2.2419519235390832,9.621579600910582,35.569876541985934,18.97164479262521,17.784938270992967,37.94328958525042,35.569876541985934,0.9910250902175904,,0.35115528106689453
2,15,2,a,afforded,Richard noticed his girlfriend was staring at him peculiarly.,She handed him scissors to trim his hairy mustache.,-,scissors,,,She handed him [MASK] to trim his hairy mustache.,Richard noticed his girlfriend was staring at him peculiarly. She handed him [MASK] to trim his hairy mustache.,6.639048085543189,6.639048085543189,6.639048085543189,18.13731110273305,28.832416349510225,9.068655551366527,57.66483269902045,18.13731110273305,0.9936591982841492,,0.3487907648086548
2,15,2,b,nonafforded,Richard noticed his girlfriend was staring at him peculiarly.,She handed him scissors to absorb his hairy mustache.,-,scissors,,,She handed him [MASK] to absorb his hairy mustache.,Richard noticed his girlfriend was staring at him peculiarly. She handed him [MASK] to absorb his hairy mustache.,13.294263362463687,13.294263362463687,13.294263362463687,38.592513786338216,32.44873814702785,19.296256893169108,64.8974762940557,38.592513786338216,0.9881026148796082,,0.31421220302581787
2,16,1,a,afforded,Janice was cleaning out her bedroom.,She was sidetracked and ended up inflating her beach ball.,-,beach ball,,,She was sidetracked and ended up inflating her [MASK] .,Janice was cleaning out her bedroom. She was sidetracked and ended up inflating her [MASK] .,16.759010066935403,10.331444531847756,33.518020133870806,41.30027962919208,22.891223817029786,13.766759876397359,68.67367145108936,41.30027962919208,0.9986411929130554,,0.34438496828079224
2,16,1,b,nonafforded,Janice was cleaning out her bedroom.,She ended up breaking her foot when she dropped her beach ball on it.,-,beach ball,,,She ended up breaking her foot when she dropped her [MASK] on it.,Janice was cleaning out her bedroom. She ended up breaking her foot when she dropped her [MASK] on it.,19.7897895349982,7.319646260366375,39.57957906999639,37.19862376425596,31.984152733870555,12.399541254751986,95.95245820161163,37.19862376425596,0.9878096580505372,,0.3524225354194641
2,16,2,a,afforded,Janice was cleaning out her bedroom.,She ended up breaking her foot when she dropped her bowling ball on it.,-,bowling ball,,,She ended up breaking her foot when she dropped her [MASK] on it.,Janice was cleaning out her bedroom. She ended up breaking her foot when she dropped her [MASK] on it.,18.753868895986386,2.5196218121159246,37.50773779197277,34.40477673481522,29.30469856857032,11.468258911605075,87.91409570571095,34.40477673481522,0.9836836457252502,,0.3595464825630188
2,16,2,b,nonafforded,Janice was cleaning out her bedroom.,She was sidetracked and ended up inflating her bowling ball.,-,bowling ball,,,She was sidetracked and ended up inflating her [MASK] .,Janice was cleaning out her bedroom. She was sidetracked and ended up inflating her [MASK] .,16.41770869433506,3.1706140089831987,32.83541738867012,34.03457430324734,26.797571104024573,11.344858101082444,80.39271331207374,34.03457430324734,0.9973331689834596,,0.3872278332710266
2,17,1,a,afforded,Rita rushed off to work in her car.,She was pulled over because her car had a busted taillight.,-,taillight,,,She was pulled over because her car had a busted [MASK] .,Rita rushed off to work in her car. She was pulled over because her car had a busted [MASK] .,18.508045538509236,3.6186908817234937,37.01609107701847,36.17198541088353,21.67008586336303,12.05732847029451,65.0102575900891,36.17198541088353,0.9947277903556824,,0.31970202922821045
2,17,1,b,nonafforded,Rita rushed off to work in her car.,She was pulled over because she ran a taillight.,-,taillight,,,She was pulled over because she ran a [MASK] .,Rita rushed off to work in her car. She was pulled over because she ran a [MASK] .,18.646603769894632,7.038195500189321,37.29320753978927,34.519090027818024,26.117212803666405,11.506363342606006,78.3516384109992,34.519090027818024,0.9951660633087158,,0.3607866168022156
2,17,2,a,afforded,Rita rushed off to work in her car.,She was pulled over because she ran a stoplight.,-,stoplight,,,She was pulled over because she ran a [MASK] .,Rita rushed off to work in her car. She was pulled over because she ran a [MASK] .,19.02275283294884,6.7260770336016735,38.04550566589767,36.53119055613661,24.59145300015864,18.265595278068304,49.18290600031728,36.53119055613661,0.9961968660354614,,0.38748252391815186
2,17,2,b,nonafforded,Rita rushed off to work in her car.,She was pulled over because her car had a busted stoplight.,-,stoplight,,,She was pulled over because her car had a busted [MASK] .,Rita rushed off to work in her car. She was pulled over because her car had a busted [MASK] .,20.73080389592679,5.994514615321128,41.461607791853574,37.32470745709653,24.02746483125091,18.662353728548265,48.05492966250182,37.32470745709653,0.9942281246185304,,0.3351327180862427
